frame,timestamp,trunk_sagittal_tilt_deg,trunk_lateral_tilt_deg,pelvic_obliquity_deg,pelvic_tilt_sagittal_deg,pelvis_yaw_deg,shoulder_yaw_deg,pelvis_shoulder_dissociation_deg,hip_flex_R_deg,hip_flex_L_deg,knee_flex_R_deg,knee_flex_L_deg,ankle_dorsi_R_deg,ankle_dorsi_L_deg,hip_rotation_index_deg,shoulder_rotation_index_deg
365,12.1636,-0.8613,0.7655,1.1038,-41.7637,1.1038,0.7655,-0.3384,10.8793,6.7553,177.6833,174.7318,,41.127,4.124,-0.3384
366,12.1969,-0.4841,0.7844,1.3361,-39.6248,1.3361,0.7844,-0.5517,9.6437,6.4685,178.5167,173.8256,,43.3087,3.1752,-0.5517
367,12.2303,-0.5875,0.9835,1.3505,-38.3126,1.3505,0.9835,-0.367,8.1771,6.1269,179.5904,172.8607,,53.7776,2.0502,-0.367
368,12.2636,-0.1047,0.8942,0.7787,-41.1711,0.7787,0.8942,0.1155,7.7142,5.022,179.471,173.4894,,39.7225,2.6922,0.1155
369,12.2969,-1.3363,0.5952,0.4481,-43.1302,0.4481,0.5952,0.1471,7.3524,5.8198,178.2241,171.7607,108.1759,56.5098,1.5326,0.1471
370,12.3302,-1.9921,0.5375,-0.0568,-45.6335,-0.0568,0.5375,0.5944,6.2981,6.1808,175.9981,171.1276,136.9686,97.5562,0.1174,0.5944
371,12.3636,-2.0674,0.4812,0.524,-44.3208,0.524,0.4812,-0.0428,4.7266,6.8938,172.3116,169.8467,158.4503,132.6769,-2.1673,-0.0428
372,12.3969,-2.4896,0.4831,0.2944,-44.2391,0.2944,0.4831,0.1887,3.634,6.732,169.7565,170.0135,167.1502,138.9207,-3.0981,0.1887
373,12.4302,-2.2847,0.4227,-0.4178,-43.9679,-0.4178,0.4227,0.8405,2.72,6.534,167.9153,169.8545,157.5008,134.5259,-3.814,0.8405
374,12.4635,-2.2847,0.2634,-0.9669,-38.0202,-0.9669,0.2634,1.2304,2.7648,6.1332,166.604,170.0226,178.3096,133.5863,-3.3685,1.2304
375,12.4969,-1.8845,0.2671,-0.9382,-37.7006,-0.9382,0.2671,1.2053,2.5311,5.5255,166.5554,170.5546,,128.0634,-2.9944,1.2053
376,12.5302,-1.7087,0.2031,-0.7605,-33.6386,-0.7605,0.2031,0.9636,2.7263,4.943,167.2385,171.2166,,114.5494,-2.2167,0.9636
377,12.5635,-0.7087,0.1343,-0.6345,-33.819,-0.6345,0.1343,0.7688,2.1316,3.6953,165.876,172.3124,,117.2971,-1.5637,0.7688
378,12.5968,-0.376,0.2007,-0.3183,-34.1303,-0.3183,0.2007,0.519,,3.6894,,172.0257,,127.1406,,0.519
379,12.6302,-0.3392,0.2699,-0.0642,-31.5696,-0.0642,0.2699,0.3341,,3.5688,,171.9455,,128.9247,,0.3341
380,12.6635,-1.0687,0.3408,-0.1944,-27.878,-0.1944,0.3408,0.5353,,3.5011,,172.0484,,141.87,,0.5353
381,12.6968,-1.7253,0.6102,-0.3244,-25.105,-0.3244,0.6102,0.9347,,3.5122,,172.0591,,143.457,,0.9347
382,12.7301,2.592,0.5825,0.1304,1.316,0.1304,0.5825,0.4522,,3.2567,,172.9879,,,,0.4522
383,12.7635,3.5275,0.7336,0.7244,6.0213,0.7244,0.7336,0.0092,,2.3936,,175.3773,,,,0.0092
384,12.7968,3.643,1.0949,1.2896,8.0357,1.2896,1.0949,-0.1947,,2.9872,,175.6564,,,,-0.1947
385,12.8301,3.4249,1.0956,1.4634,19.2563,1.4634,1.0956,-0.3679,,4.427,,174.3405,,,,-0.3679
386,12.8634,2.9773,1.1379,1.0822,3.5318,1.0822,1.1379,0.0557,,6.3054,,172.4818,,,,0.0557
387,12.8968,-2.7753,1.1415,1.2369,-2.4982,1.2369,1.1415,-0.0954,,6.9545,,172.0256,,,,-0.0954
388,12.9301,-2.2668,1.5046,1.0196,-14.0737,1.0196,1.5046,0.485,,8.5682,,170.4597,,,,0.485
389,12.9634,-1.9039,1.6572,1.2549,-21.2658,1.2549,1.6572,0.4022,,9.9031,,169.4907,,,,0.4022
390,12.9967,-1.0712,1.6953,1.3608,-19.3113,1.3608,1.6953,0.3344,,13.0968,,166.4784,,,,0.3344
391,13.0301,-0.6797,1.8057,1.7237,-27.3749,1.7237,1.8057,0.082,,15.5241,,164.1705,,,,0.082
392,13.0634,-0.4432,1.9128,2.0096,-31.8094,2.0096,1.9128,-0.0968,,16.7997,,163.0742,,,,-0.0968
393,13.0967,-0.6099,1.8034,1.7337,-31.8993,1.7337,1.8034,0.0697,,16.4451,,163.9368,,93.2161,,0.0697
394,13.13,-1.0158,1.7313,1.8151,-38.8821,1.8151,1.7313,-0.0838,,16.06,,164.2747,,64.0277,,-0.0838
395,13.1634,-1.0165,1.5782,1.8215,-41.8273,1.8215,1.5782,-0.2433,,15.4042,,165.0761,,47.0715,,-0.2433
396,13.1967,-1.5074,1.6293,1.9796,-43.193,1.9796,1.6293,-0.3503,,13.5993,,167.1865,,44.8618,,-0.3503
397,13.23,-1.4341,1.4456,1.916,-42.2757,1.916,1.4456,-0.4703,,11.3254,,169.6186,,42.2695,,-0.4703
398,13.2633,-1.2346,1.0456,1.9321,-47.6293,1.9321,1.0456,-0.8866,10.5284,9.8013,178.2039,170.9212,,33.7463,0.7271,-0.8866
399,13.2967,-1.4052,1.2706,2.0181,-47.0518,2.0181,1.2706,-0.7475,9.596,9.1091,178.793,171.1799,,29.7649,0.4868,-0.7475
400,13.33,-1.3778,1.3569,1.3129,-45.3734,1.3129,1.3569,0.044,9.1689,8.6181,179.3588,171.0198,,24.2614,0.5509,0.044
401,13.3633,-1.3213,1.2772,1.0977,-46.0256,1.0977,1.2772,0.1795,8.3468,7.355,179.6639,171.6499,,81.2397,0.9918,0.1795
402,13.3966,-1.416,1.3046,1.2499,-44.5458,1.2499,1.3046,0.0547,6.7187,6.0008,177.1886,172.7849,,134.9413,0.718,0.0547
403,13.43,-1.4364,1.2386,0.9853,-44.0035,0.9853,1.2386,0.2533,5.6122,5.373,175.5919,173.432,,129.5283,0.2392,0.2533
404,13.4633,-1.1807,1.0987,0.5666,-41.5738,0.5666,1.0987,0.5321,4.9623,5.1221,174.1814,173.6874,,139.4924,-0.1597,0.5321
405,13.4966,-1.3734,1.104,0.5026,-47.6802,0.5026,1.104,0.6014,3.6613,4.5802,172.046,174.3667,,139.4196,-0.919,0.6014
406,13.5299,-1.7941,0.9912,0.5129,-44.0189,0.5129,0.9912,0.4783,2.0993,4.1077,170.6269,174.8519,,125.5489,-2.0083,0.4783
407,13.5633,-1.8578,1.0287,0.8132,-39.3116,0.8132,1.0287,0.2155,2.4932,3.8391,170.6149,175.257,,126.6578,-1.3459,0.2155
408,13.5966,-2.1025,1.0287,1.0484,-36.2578,1.0484,1.0287,-0.0198,2.3373,3.8485,170.528,175.241,,131.2436,-1.5112,-0.0198
409,13.6299,-2.4658,1.0266,0.7558,-37.894,0.7558,1.0266,0.2707,2.2906,4.0064,170.7602,174.8731,,130.0481,-1.7158,0.2707
410,13.6632,-2.3689,1.0273,0.6767,-28.5881,0.6767,1.0273,0.3506,3.2754,4.1759,172.3979,174.6365,,128.9634,-0.9005,0.3506
411,13.6966,-2.6005,1.0258,0.8369,-19.7261,0.8369,1.0258,0.1889,,4.165,,174.4995,,137.1203,,0.1889
412,13.7299,-3.4446,1.038,0.8392,-18.3798,0.8392,1.038,0.1988,,4.4327,,174.1616,,146.5033,,0.1988
413,13.7632,-5.1153,1.2316,1.1488,-39.0242,1.1488,1.2316,0.0827,,2.8958,,176.5418,,162.4405,,0.0827
414,13.7965,-6.1516,1.5699,1.7875,-37.5035,1.7875,1.5699,-0.2176,,2.7193,,177.9906,,,,-0.2176
415,13.8299,-6.6421,1.9306,2.0259,-36.7203,2.0259,1.9306,-0.0954,,2.454,,179.4528,,,,-0.0954
416,13.8632,-6.9168,2.4263,1.9804,-26.5651,1.9804,2.4263,0.4459,,4.1122,,178.5573,,,,0.4459
417,13.8965,-5.9743,2.5321,2.1596,-10.9067,2.1596,2.5321,0.3725,,6.5219,,176.9314,,,,0.3725
418,13.9298,-6.9839,2.9304,2.2687,-12.1795,2.2687,2.9304,0.6617,,6.5674,,177.0848,,,,0.6617
419,13.9632,-7.2489,2.9186,2.3637,-17.4659,2.3637,2.9186,0.5549,,7.5224,,175.9751,,,,0.5549
420,13.9965,-7.29,3.0986,1.944,-19.8175,1.944,3.0986,1.1546,,7.2714,,175.4904,,,,1.1546
421,14.0298,-6.5874,3.1381,1.7357,-14.6326,1.7357,3.1381,1.4024,,8.2145,,173.8282,,,,1.4024
422,14.0631,-6.0714,3.2099,1.9339,-24.0559,1.9339,3.2099,1.2759,,8.5308,,172.6914,,,,1.2759
423,14.0965,-6.0166,3.1358,1.7087,-24.28,1.7087,3.1358,1.4271,,8.2917,,172.5542,,,,1.4271
424,14.1298,-6.1378,3.0461,1.9517,-25.1707,1.9517,3.0461,1.0945,,9.0151,,170.9085,,,,1.0945
425,14.1631,-5.9788,3.0733,1.9697,-24.7567,1.9697,3.0733,1.1036,,9.2356,,169.9933,,,,1.1036
426,14.1964,-5.3993,3.1299,1.8255,-24.2579,1.8255,3.1299,1.3044,11.7988,9.2011,178.1687,170.4149,,,2.5977,1.3044
427,14.2298,-4.4024,2.9423,2.1009,-24.4732,2.1009,2.9423,0.8414,12.1063,9.7856,177.8733,169.3558,,129.5184,2.3207,0.8414
428,14.2631,-4.0201,2.8449,2.037,-37.2484,2.037,2.8449,0.8079,12.1873,9.0645,177.7962,169.888,,69.797,3.1228,0.8079
429,14.2964,-3.0743,2.501,2.5066,-33.9933,2.5066,2.501,-0.0056,12.2507,7.9733,177.5125,171.1316,,56.3867,4.2774,-0.0056
430,14.3297,-2.2101,2.1553,2.7715,-31.6952,2.7715,2.1553,-0.6162,12.1351,7.6912,177.0609,170.7563,,52.625,4.4439,-0.6162
431,14.3631,-1.1863,2.1065,2.6133,-34.0083,2.6133,2.1065,-0.5069,12.6459,7.7652,175.8986,170.5746,,100.191,4.8808,-0.5069
432,14.3964,-0.7492,2.0422,2.5915,-29.9542,2.5915,2.0422,-0.5493,11.4073,7.4745,176.8711,170.8866,,118.204,3.9327,-0.5493
433,14.4297,-0.8027,1.9611,2.7967,-29.8744,2.7967,1.9611,-0.8356,9.6763,6.2691,178.5323,172.1264,,134.115,3.4072,-0.8356
434,14.463,-1.06,1.804,2.5988,-39.4512,2.5988,1.804,-0.7948,6.8536,4.8185,178.6633,173.2933,,141.1561,2.0351,-0.7948
435,14.4964,-1.1193,1.8097,2.1929,-41.2075,2.1929,1.8097,-0.3832,4.7237,3.3055,175.5248,174.7277,,141.9365,1.4182,-0.3832
436,14.5297,-0.8243,1.5811,2.2771,-40.6564,2.2771,1.5811,-0.696,3.262,1.8566,173.4472,176.1381,,152.6735,1.4054,-0.696
437,14.563,-0.7292,1.5494,2.1086,-39.5691,2.1086,1.5494,-0.5592,2.0309,1.0947,171.3353,176.8657,,154.8141,0.9362,-0.5592
438,14.5963,-0.6302,1.3715,2.1117,-39.6762,2.1117,1.3715,-0.7402,0.8273,0.6356,168.9891,177.0836,,150.786,0.1917,-0.7402
439,14.6297,-0.3177,1.3365,1.447,-36.2378,1.447,1.3365,-0.1105,0.2083,1.0843,167.4526,176.3278,,147.5656,-0.876,-0.1105
440,14.663,-0.1069,1.2915,0.4308,-34.2537,0.4308,1.2915,0.8607,0.9046,1.3468,166.6773,175.835,,149.4016,-0.4422,0.8607
441,14.6963,-0.1614,1.2031,0.6049,-34.4285,0.6049,1.2031,0.5982,0.8027,1.6035,166.1854,175.1989,,147.0555,-0.8008,0.5982
442,14.7296,-0.054,1.0222,0.6945,-34.6024,0.6945,1.0222,0.3277,1.0016,3.0081,168.9176,173.1619,,141.2495,-2.0066,0.3277
443,14.763,-0.0543,0.7918,0.524,-34.7177,0.524,0.7918,0.2678,2.1911,3.7675,171.0192,172.1696,,129.5263,-1.5764,0.2678
444,14.7963,-0.3258,0.7944,0.5281,-22.6391,0.5281,0.7944,0.2664,2.8778,4.7346,172.2779,170.7264,,137.0055,-1.8568,0.2664
445,14.8296,-0.6542,0.5599,0.0891,-16.5841,0.0891,0.5599,0.4708,3.4931,4.6473,173.9898,170.7756,,143.9022,-1.1542,0.4708
446,14.8629,-1.256,0.3748,0.4497,-18.7457,0.4497,0.3748,-0.0749,4.1652,4.6473,175.6182,170.8303,,146.5803,-0.4821,-0.0749
447,14.8963,-2.4564,0.3801,0.4547,-15.4537,0.4547,0.3801,-0.0747,5.3308,5.0116,177.9418,170.4049,,150.8935,0.3192,-0.0747
448,14.9296,-3.4533,0.4755,0.3649,-10.7389,0.3649,0.4755,0.1105,5.6111,5.2753,178.568,170.1255,,160.6367,0.3358,0.1105
449,14.9629,-4.6001,1.0068,0.6366,-12.3194,0.6366,1.0068,0.3702,,5.8098,,169.4871,,165.217,,0.3702
450,14.9962,-4.8819,1.2391,0.6386,-8.837,0.6386,1.2391,0.6005,,6.5463,,168.3666,,172.38,,0.6005
451,15.0296,4.7267,1.7227,0.833,0.3901,0.833,1.7227,0.8897,,7.9072,,167.3719,,175.4038,,0.8897
452,15.0629,-4.0697,1.8882,0.8343,-6.009,0.8343,1.8882,1.0538,,9.6129,,165.4136,,178.8154,,1.0538
453,15.0962,-3.245,2.0419,0.8263,-15.5674,0.8263,2.0419,1.2156,10.4692,10.8735,176.5499,164.4721,,177.9482,-0.4043,1.2156
454,15.1295,-2.2996,2.0524,0.8994,-20.3652,0.8994,2.0524,1.153,12.7557,11.018,173.622,165.4002,,177.2863,1.7377,1.153
455,15.1629,-1.9092,2.2083,0.9893,-29.4962,0.9893,2.2083,1.2189,12.2816,11.7291,174.8956,164.8426,,178.5637,0.5526,1.2189
456,15.1962,-1.2994,2.0156,1.1582,-35.0754,1.1582,2.0156,0.8574,12.6565,12.1483,175.2715,165.2879,,178.1901,0.5081,0.8574
457,15.2295,-1.1378,1.776,1.2492,-36.051,1.2492,1.776,0.5268,12.5602,11.7372,175.6406,166.7285,,165.471,0.8231,0.5268
458,15.2628,-0.51,1.5374,1.3364,-35.1931,1.3364,1.5374,0.2011,13.3344,11.7112,175.2738,167.8534,,152.2651,1.6232,0.2011
459,15.2962,-0.2831,1.3972,1.0725,-38.9144,1.0725,1.3972,0.3247,13.3392,11.054,175.2813,169.7684,,159.3209,2.2853,0.3247
460,15.3295,-0.1145,1.0572,0.812,-39.9011,0.812,1.0572,0.2452,13.3269,9.4623,174.7451,172.832,,119.3251,3.8646,0.2452
461,15.3628,-0.972,1.0628,0.8237,-40.2748,0.8237,1.0628,0.2391,13.0726,9.1453,174.5926,173.6762,,112.8046,3.9273,0.2391
462,15.3961,-1.7149,1.0131,0.5635,-40.8686,0.5635,1.0131,0.4495,12.0154,9.9894,175.0074,172.6545,,111.3429,2.026,0.4495
463,15.4295,-2.0638,0.9086,0.5749,-39.2769,0.5749,0.9086,0.3337,10.6372,10.9775,175.7212,170.7582,,120.8838,-0.3403,0.3337
464,15.4628,-2.2491,0.9728,0.6786,-38.6105,0.6786,0.9728,0.2942,9.0865,10.7159,177.0349,170.9391,,144.5621,-1.6294,0.2942
465,15.4961,-1.9769,1.1375,0.8739,-40.1528,0.8739,1.1375,0.2636,7.1492,9.9058,179.0414,171.3815,,160.8545,-2.7566,0.2636
466,15.5294,-1.4613,1.1913,0.9596,-40.97,0.9596,1.1913,0.2317,5.4258,8.8646,178.6536,171.5974,,173.1097,-3.4388,0.2317
467,15.5628,-1.5961,1.1047,0.9501,-40.8535,0.9501,1.1047,0.1546,3.5246,7.9411,176.3207,171.412,,157.55,-4.4165,0.1546
468,15.5961,-1.9647,1.0483,0.7601,-40.2364,0.7601,1.0483,0.2882,2.2148,7.409,174.6575,171.667,,147.7265,-5.1942,0.2882
469,15.6294,-1.8612,1.0512,0.5749,-31.9946,0.5749,1.0512,0.4763,1.2026,8.0429,172.7235,169.9216,,150.2081,-6.8403,0.4763
470,15.6627,-1.5777,1.1058,0.1919,-36.1247,0.1919,1.1058,0.9138,1.226,7.715,171.6237,169.7834,,158.0577,-6.489,0.9138
471,15.6961,-1.3479,1.1068,0.0974,-34.5579,0.0974,1.1068,1.0093,1.0271,7.8771,171.3862,169.0663,,161.6088,-6.85,1.0093
472,15.7294,-1.0472,1.1595,0.1969,-35.6076,0.1969,1.1595,0.9626,1.928,8.0884,173.0391,168.1221,,162.1451,-6.1604,0.9626
473,15.7627,-0.8113,1.2121,0.3005,-32.9492,0.3005,1.2121,0.9116,2.277,8.665,174.6939,167.1456,,150.8486,-6.3881,0.9116
474,15.796,-0.4982,1.2648,0.3042,-32.9801,0.3042,1.2648,0.9606,3.0424,8.9979,176.4917,166.5476,,144.2984,-5.9556,0.9606
475,15.8294,-0.062,1.3236,0.41,-33.4317,0.41,1.3236,0.9136,4.0536,9.4944,178.4953,165.6816,,118.7865,-5.4408,0.9136
476,15.8627,-0.6187,1.3409,0.4144,-25.3648,0.4144,1.3409,0.9265,4.8383,9.623,179.5,165.4468,,114.7291,-4.7847,0.9265
477,15.896,-1.4213,1.3498,0.518,-22.6594,0.518,1.3498,0.8318,5.2653,9.2371,178.3785,165.8248,,74.955,-3.9718,0.8318
478,15.9293,-2.6558,1.4564,0.929,-14.3992,0.929,1.4564,0.5273,5.419,9.3655,178.5262,165.5145,,81.8795,-3.9466,0.5273
479,15.9627,-4.0724,1.7227,1.1334,-17.7649,1.1334,1.7227,0.5893,5.2149,9.2189,179.0718,165.8508,,79.4061,-4.004,0.5893
480,15.996,-4.82,1.8876,1.5482,-20.5085,1.5482,1.8876,0.3394,5.6656,8.7234,178.4339,167.047,,155.6191,-3.0578,0.3394
481,16.0293,-4.8778,2.1071,1.8443,-16.342,1.8443,2.1071,0.2628,7.1388,8.6097,176.7794,168.0511,,175.1126,-1.4709,0.2628
482,16.0626,-4.9098,2.3563,1.8312,-10.4214,1.8312,2.3563,0.5251,8.6124,8.6097,174.8617,168.5702,,167.1718,0.0027,0.5251
483,16.096,-5.1887,2.7738,1.9159,-8.5649,1.9159,2.7738,0.8579,10.276,9.1918,173.3906,168.4341,,173.2272,1.0842,0.8579
484,16.1293,-5.4644,2.9456,2.1438,-13.8111,2.1438,2.9456,0.8019,10.7643,9.8976,173.5536,168.4603,,175.1007,0.8667,0.8019
485,16.1626,-5.3042,3.186,2.1324,-13.2191,2.1324,3.186,1.0537,12.5867,10.5664,172.0513,167.9572,,172.4751,2.0203,1.0537
486,16.1959,-4.6734,3.4224,2.1136,-13.2942,2.1136,3.4224,1.3088,14.2942,11.3533,170.8579,167.5583,,168.9951,2.9409,1.3088
